"Protein","Protein.Description","pident","UniprotID"
"XP_020613521.1","tetratricopeptide repeat protein 28-like [Orbicella faveolata]",24.723,"Q80XJ3"
"XP_020613522.1","tektin-2-like [Orbicella faveolata]",51.637,"Q9UIF3"
"XP_020613524.1","coiled-coil domain-containing protein 25-like isoform X1 [Orbicella faveolata]",62.911,"Q6GLE1"
"XP_020613526.1","exportin-2-like [Orbicella faveolata]",62.921,"Q5R9J2"
"XP_020613527.1","acyl-coenzyme A thioesterase 13-like [Orbicella faveolata]",41.379,"Q5R833"
"XP_020613529.1","nucleolar GTP-binding protein 2-like isoform X1 [Orbicella faveolata]",60.304,"Q13823"
"XP_020613534.1","xylose isomerase-like [Orbicella faveolata]",58.028,"Q40082"
"XP_020613541.1","protein TSSC1-like [Orbicella faveolata]",59.643,"Q6DUZ9"
"XP_020613543.1","F-box only protein 36-like [Orbicella faveolata]",46.067,"Q5R796"
"XP_020613545.1","ubiquitin-conjugating enzyme E2 L3-like [Orbicella faveolata]",79.87,"P68036"
"XP_020613550.1","uncharacterized protein LOC110051817 [Orbicella faveolata]",27.143,"Q9ZQE6"
"XP_020613551.1","serine/threonine/tyrosine-interacting-like protein 1 [Orbicella faveolata]",39.691,"Q9Y6J8"
"XP_020613552.1","ectin-like [Orbicella faveolata]",35.673,"Q9CYL5"
"XP_020613555.1","uncharacterized protein LOC110051821 [Orbicella faveolata]",29.771,"Q9H4G4"
"XP_020613557.1","metallo-beta-lactamase domain-containing protein 1-like [Orbicella faveolata]",45.729,"Q498J9"
"XP_020613560.1","39S ribosomal protein L18, mitochondrial-like [Orbicella faveolata]",38.235,"Q9CQL5"
"XP_020613563.1","LOW QUALITY PROTEIN: notchless protein homolog 1-like [Orbicella faveolata]",70.825,"Q7ZXK9"
"XP_020613564.1","collagen alpha-1(XII) chain-like [Orbicella faveolata]",29.146,"Q864W0"
"XP_020613573.1","carbonic anhydrase 2-like [Orbicella faveolata]",38.258,"Q8UWA5"
"XP_020613574.1","carbonic anhydrase 12-like [Orbicella faveolata]",45.333,"Q9MZ30"
"XP_020613581.1","LOW QUALITY PROTEIN: intron-binding protein aquarius-like [Orbicella faveolata]",69.085,"O60306"
"XP_020613596.1","uncharacterized protein LOC110051857 [Orbicella faveolata]",41.667,"T2KN90"
"XP_020613604.1","probable E3 ubiquitin-protein ligase HECTD4 [Orbicella faveolata]",35.993,"Q9Y4D8"
"XP_020613608.1","MAM and LDL-receptor class A domain-containing protein 1-like [Orbicella faveolata]",32.279,"B3EWZ5"
"XP_020613613.1","inositol monophosphatase 3-like [Orbicella faveolata]",44.957,"Q2YDR3"
"XP_020613615.1","carbonic anhydrase 2-like [Orbicella faveolata]",32.979,"Q9ERQ8"
"XP_020613621.1","follistatin-related protein 5-like isoform X1 [Orbicella faveolata]",28.679,"Q8BFR2"
"XP_020613629.1","non-specific lipid-transfer protein-like [Orbicella faveolata]",49.645,"O62742"
"XP_020613633.1","probable ATP-dependent RNA helicase DDX43 [Orbicella faveolata]",47.913,"Q9NXZ2"
"XP_020613634.1","cytochrome P450 1A1-like [Orbicella faveolata]",32.129,"Q00557"
"XP_020613639.1","uncharacterized protein LOC110051896 [Orbicella faveolata]",32.71,"Q8IDX6"
"XP_020613650.1","E3 ubiquitin-protein ligase HECW1-like [Orbicella faveolata]",55.394,"Q6I6G8"
"XP_020613651.1","ATP-citrate synthase-like [Orbicella faveolata]",70.69,"P53396"
"XP_020613652.1","beta-adrenergic receptor kinase 2-like [Orbicella faveolata]",67.742,"P26818"
"XP_020613662.1","vitamin K epoxide reductase complex subunit 1-like [Orbicella faveolata]",47.134,"Q6TEK8"
"XP_020613663.1","eyes absent homolog 2-like isoform X1 [Orbicella faveolata]",45.962,"Q99502"
"XP_020613674.1","uncharacterized protein LOC110051917 [Orbicella faveolata]",26.667,"P39598"
"XP_020613680.1","pyridoxal 5'-phosphate synthase subunit SNZERR-like [Orbicella faveolata]",73.868,"Q8WPW2"
"XP_020613681.1","probable pyridoxal 5'-phosphate synthase subunit PDX2 [Orbicella faveolata]",43.089,"Q8LAD0"
"XP_020613695.1","malate dehydrogenase, mitochondrial-like [Orbicella faveolata]",60,"Q5NVR2"
"XP_020613696.1","transcription factor AP-2-alpha-like isoform X1 [Orbicella faveolata]",62.719,"P58197"
"XP_020613703.1","vacuolar protein sorting-associated protein 33A-like [Orbicella faveolata]",56.529,"Q96AX1"
"XP_020613706.1","BRCA1-associated protein-like [Orbicella faveolata]",50.871,"Q7Z569"
"XP_020613707.1","ADP-ribose pyrophosphatase, mitochondrial-like [Orbicella faveolata]",54.965,"Q8BVU5"
"XP_020613709.1","protein-L-isoaspartate(D-aspartate) O-methyltransferase-like isoform X1 [Orbicella faveolata]",63.964,"P23506"
"XP_020613714.1","collagen alpha-1(II) chain-like isoform X3 [Orbicella faveolata]",50,"A2AX52"
"XP_020613715.1","uncharacterized protein LOC110051942 [Orbicella faveolata]",30.337,"Q6GQI5"
"XP_020613716.1","poly(U)-specific endoribonuclease-B-like [Orbicella faveolata]",48.718,"Q503V9"
"XP_020613717.1","uncharacterized protein LOC110051945 [Orbicella faveolata]",17.751,"Q5HZJ5"
"XP_020613721.1","transcobalamin-2-like [Orbicella faveolata]",24.318,"P20061"
"XP_020613722.1","phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform-like [Orbicella faveolata]",54.645,"Q9DB30"
"XP_020613723.1","uncharacterized protein LOC110051953 isoform X1 [Orbicella faveolata]",35.556,"T2KN90"
"XP_020613729.1","syntaxin-7-like [Orbicella faveolata]",39.245,"Q5RBW6"
"XP_020613733.1","nuclear inhibitor of protein phosphatase 1-like [Orbicella faveolata]",67.033,"Q12972"
"XP_020613734.1","uncharacterized protein LOC110051929 [Orbicella faveolata]",35.484,"Q9UTS5"
"XP_020613735.1","uncharacterized protein LOC110051962 [Orbicella faveolata]",44.186,"P22105"
"XP_020613737.1","uncharacterized protein LOC110051964 [Orbicella faveolata]",68.137,"Q9K9H0"
"XP_020613743.1","tropomyosin-like [Orbicella faveolata]",30.736,"Q8WR63"
"XP_020613748.1","ubiquitin-conjugating enzyme E2 G1-like [Orbicella faveolata]",72.121,"P62253"
"XP_020613761.1","retinol dehydrogenase 7-like [Orbicella faveolata]",47.869,"O88451"
"XP_020613762.1","retinol dehydrogenase 7-like [Orbicella faveolata]",46.026,"O88451"
"XP_020613770.1","probable protein phosphatase 2C 21 [Orbicella faveolata]",59.33,"P79126"
"XP_020613771.1","ethanolaminephosphotransferase 1-like [Orbicella faveolata]",45.383,"Q17QM4"
"XP_020613774.1","uncharacterized protein LOC110051997 isoform X1 [Orbicella faveolata]",32.229,"Q8YV57"
"XP_020613777.1","septin-2-like [Orbicella faveolata]",70.317,"Q5ZMH1"
"XP_020613778.1","solute carrier family 26 member 6-like [Orbicella faveolata]",35.349,"A0FKN5"
"XP_020613779.1","cytochrome c oxidase subunit 5B, mitochondrial-like [Orbicella faveolata]",41.748,"P19536"
"XP_020613780.1","tyrosine-protein kinase SRK2-like [Orbicella faveolata]",63.057,"Q9V9J3"
"XP_020613781.1","tyrosine-protein kinase SRK2-like [Orbicella faveolata]",63.462,"P17713"
"XP_020613782.1","eukaryotic translation initiation factor 3 subunit C-like [Orbicella faveolata]",46.685,"B4MRZ8"
"XP_020613785.1","Golgi resident protein GCP60-like [Orbicella faveolata]",55.152,"Q9H3P7"
"XP_020613786.1","cytochrome P450 3A2-like [Orbicella faveolata]",37.552,"Q9JMA7"
"XP_020613791.1","probable splicing factor, arginine/serine-rich 3 [Orbicella faveolata]",70,"Q02427"
"XP_020613792.1","uncharacterized protein LOC110052015 [Orbicella faveolata]",40,"T2KN90"
"XP_020613796.1","probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial [Orbicella faveolata]",55.628,"Q6P286"
"XP_020613797.1","pre-mRNA-processing-splicing factor 8-like, partial [Orbicella faveolata]",78.992,"Q99PV0"
"XP_020613803.1","transmembrane protein 134-like isoform X1 [Orbicella faveolata]",44.048,"Q9H6X4"
"XP_020613809.1","uncharacterized protein LOC110052030 [Orbicella faveolata]",27.126,"P9WEL4"
"XP_020613812.1","tetratricopeptide repeat protein 28-like isoform X1 [Orbicella faveolata]",26.981,"Q96AY4"
"XP_020613837.1","uncharacterized protein LOC110052051 isoform X1 [Orbicella faveolata]",29.592,"Q6F8I3"
"XP_020613838.1","uncharacterized protein LOC110052051 isoform X2 [Orbicella faveolata]",29.412,"Q6F8I3"
"XP_020613841.1","extensin-2-like, partial [Orbicella faveolata]",27.66,"P12255"
"XP_020613843.1","carboxypeptidase D-like [Orbicella faveolata]",54.756,"P83852"
"XP_020613844.1","serine/threonine/tyrosine-interacting-like protein 1, partial [Orbicella faveolata]",36.994,"Q9Y6J8"
"XP_020613850.1","AP-1 complex subunit beta-1-like [Orbicella faveolata]",71.158,"Q10567"
"XP_020613851.1","brefeldin A-inhibited guanine nucleotide-exchange protein 1-like [Orbicella faveolata]",65.209,"Q9Y6D6"
"XP_020613853.1","clustered mitochondria protein homolog [Orbicella faveolata]",46.02,"Q17N71"
"XP_020613854.1","uncharacterized protein LOC110052068 [Orbicella faveolata]",25.962,"Q9R1M5"
"XP_020613859.1","neural Wiskott-Aldrich syndrome protein-like [Orbicella faveolata]",36.986,"P42768"
"XP_020613861.1","nuclear inhibitor of protein phosphatase 1-like [Orbicella faveolata]",62.083,"Q12972"
"XP_020613862.1","nuclear receptor-binding protein-like [Orbicella faveolata]",55.794,"Q4R8X0"
"XP_020613864.1","exportin-2-like, partial [Orbicella faveolata]",61.997,"Q8AY73"
"XP_020613865.1","exportin-2-like [Orbicella faveolata]",71.304,"Q9ERK4"
"XP_020613866.1","retinol dehydrogenase 7-like [Orbicella faveolata]",48.043,"O54909"
"XP_020613869.1","uncharacterized protein LOC110052084 [Orbicella faveolata]",29.365,"P9WEL4"
"XP_020613871.1","trehalase-like [Orbicella faveolata]",45.501,"A8J4S9"
"XP_020613872.1","serine/threonine-protein kinase 17B-like [Orbicella faveolata]",37.634,"Q9GM70"
"XP_020613887.1","cysteine and glycine-rich protein 1-like isoform X1 [Orbicella faveolata]",46.328,"Q4U0T9"
"XP_020613896.1","tropomyosin-like [Orbicella faveolata]",27.094,"Q8WR63"
"XP_020613898.1","uncharacterized protein LOC110052111 [Orbicella faveolata]",23.529,"Q5UQQ7"
"XP_020613905.1","serine protease hepsin-like [Orbicella faveolata]",43.939,"O35453"
"XP_020613907.1","caltractin isoform X1 [Orbicella faveolata]",81.287,"Q32LE3"
"XP_020613911.1","plexin domain-containing protein 2-like [Orbicella faveolata]",36.33,"Q9DC11"
"XP_020613914.1","chloride intracellular channel protein 4-like [Orbicella faveolata]",33.6,"O95833"
"XP_020613915.1","MORC family CW-type zinc finger protein 2A-like [Orbicella faveolata]",43.616,"Q9Y6X9"
"XP_020613917.1","uncharacterized protein LOC110052129 [Orbicella faveolata]",29.545,"Q6FK48"
"XP_020613919.1","pre-mRNA-processing-splicing factor 8 [Orbicella faveolata]",92.796,"Q6P2Q9"
"XP_020613920.1","transmembrane emp24 domain-containing protein-like [Orbicella faveolata]",83.251,"A7SXK3"
"XP_020613922.1","uncharacterized protein LOC110052130 [Orbicella faveolata]",34.694,"Q6GQN5"
"XP_020613930.1","uncharacterized protein LOC110052141 [Orbicella faveolata]",37.288,"P36051"
"XP_020613934.1","endoplasmic reticulum resident protein 29-like [Orbicella faveolata]",55,"P81628"
"XP_020613936.1","probable splicing factor, arginine/serine-rich 6 [Orbicella faveolata]",67.901,"P84103"
"XP_020613939.1","inosine-uridine preferring nucleoside hydrolase-like [Orbicella faveolata]",36.577,"Q9XWN7"
"XP_020613941.1","cytochrome P450 3A2-like [Orbicella faveolata]",38.174,"P05183"
"XP_020613943.1","acyl-coenzyme A thioesterase 13-like isoform X1 [Orbicella faveolata]",46.043,"Q5R833"
"XP_020613957.1","MAM and LDL-receptor class A domain-containing protein 1-like [Orbicella faveolata]",43.353,"B3EWZ6"
"XP_020613959.1","uncharacterized protein LOC110052171 [Orbicella faveolata]",68.878,"Q0BUQ2"
"XP_020613961.1","uncharacterized protein LOC110052173 [Orbicella faveolata]",28.571,"Q88921"
"XP_020613964.1","myosin-2 essential light chain-like [Orbicella faveolata]",45,"Q9XVI9"
"XP_020613965.1","uncharacterized protein LOC110052179 [Orbicella faveolata]",30.799,"Q95209"
"XP_020613966.1","tyrosine-protein kinase SRK2-like [Orbicella faveolata]",62.737,"Q9V9J3"
"XP_020613971.1","eukaryotic translation initiation factor 3 subunit H-like [Orbicella faveolata]",72.3,"A7SA47"
"XP_020613977.1","protein polybromo-1-like [Orbicella faveolata]",45.685,"Q86U86"
"XP_020613978.1","protein polybromo-1-like [Orbicella faveolata]",36.849,"Q86U86"
"XP_020613985.1","oligoribonuclease, mitochondrial-like [Orbicella faveolata]",61.881,"A2VE52"
"XP_020613989.1","polycystic kidney disease and receptor for egg jelly-related protein-like [Orbicella faveolata]",24.793,"Q26627"
"XP_020614005.1","probable 28S rRNA (cytosine-C(5))-methyltransferase isoform X1 [Orbicella faveolata]",55.224,"Q922K7"
"XP_020614006.1","glutathione reductase, mitochondrial-like [Orbicella faveolata]",62.473,"P00390"
"XP_020614009.1","ubiquitin-associated domain-containing protein 2-like [Orbicella faveolata]",32.514,"Q5ZJQ8"
"XP_020614010.1","Down syndrome critical region protein 3 homolog [Orbicella faveolata]",64.746,"O35075"
"XP_020614011.1","N-alpha-acetyltransferase 50-like [Orbicella faveolata]",73.856,"Q9NHD5"
"XP_020614014.1","zinc finger and SCAN domain-containing protein 22-like [Orbicella faveolata]",42.922,"P17036"
"XP_020614016.1","TBC1 domain family member 23-like [Orbicella faveolata]",51.023,"Q5F415"
"XP_020614017.1","uncharacterized protein LOC110052249 isoform X1 [Orbicella faveolata]",43.316,"Q9NZN5"
"XP_020614021.1","rho guanine nucleotide exchange factor 11-like isoform X1 [Orbicella faveolata]",43.75,"Q61210"
"XP_020614023.1","uncharacterized protein LOC110052252 isoform X1 [Orbicella faveolata]",34.783,"Q0RDX2"
"XP_020614026.1","collectin-12-like [Orbicella faveolata]",39.041,"Q5RFW0"
"XP_020614028.1","uncharacterized protein LOC110052256 [Orbicella faveolata]",43.846,"Q9NRX2"
"XP_020614032.1","uncharacterized protein LOC110052260 [Orbicella faveolata]",33.099,"Q8NDA2"
"XP_020614035.1","uncharacterized protein LOC110052264, partial [Orbicella faveolata]",25,"Q5L0X7"
"XP_020614036.1","transmembrane protease serine 9-like [Orbicella faveolata]",33.393,"Q7Z410"
"XP_020614037.1","intersectin-1-like [Orbicella faveolata]",42.287,"P16333"
"XP_020614044.1","olfactomedin-like protein 2B [Orbicella faveolata]",50,"O70624"
"XP_020614047.1","uncharacterized protein LOC110052278 [Orbicella faveolata]",34.211,"B5XXL3"
"XP_020614056.1","synaptic vesicle membrane protein VAT-1 homolog [Orbicella faveolata]",30.247,"Q8JFV8"
"XP_020614067.1","soma ferritin-like isoform X1 [Orbicella faveolata]",73.81,"P42577"
"XP_020614068.1","soma ferritin-like isoform X2 [Orbicella faveolata]",74.405,"P42577"
"XP_020614069.1","soma ferritin-like isoform X3 [Orbicella faveolata]",70.76,"P42577"
"XP_020614072.1","soma ferritin-like isoform X5 [Orbicella faveolata]",71.345,"P42577"
"XP_020614075.1","pterin-4-alpha-carbinolamine dehydratase 2-like [Orbicella faveolata]",59.322,"Q9CZL5"
"XP_020614077.1","ferritin, chloroplastic-like [Orbicella faveolata]",66.038,"P42577"
"XP_020614083.1","selenoprotein S-like [Orbicella faveolata]",37.888,"Q0VFV6"
"XP_020614094.1","UBX domain-containing protein 1-like [Orbicella faveolata]",41.42,"Q6NXA9"
"XP_020614102.1","oxysterol-binding protein 1-like [Orbicella faveolata]",39.427,"Q5QNQ6"
"XP_020614124.1","uncharacterized protein LOC110052351 [Orbicella faveolata]",24.324,"A0RW81"
"XP_020614125.1","uncharacterized protein LOC110052352 [Orbicella faveolata]",29.268,"Q19948"
"XP_020614150.1","UPF0668 protein C10orf76 homolog [Orbicella faveolata]",57.642,"Q6DCT2"
"XP_020614152.1","T-complex protein 1 subunit eta-like [Orbicella faveolata]",80.979,"Q5ZJK8"
"XP_020614154.1","guanine nucleotide-binding protein G(t) subunit alpha-2-like [Orbicella faveolata]",40.462,"P51875"
"XP_020614156.1","eukaryotic peptide chain release factor subunit 1 [Orbicella faveolata]",87.915,"Q9GR88"
"XP_020614160.1","polyamine-modulated factor 1-binding protein 1-like [Orbicella faveolata]",32.54,"Q8TF21"
"XP_020614169.1","uncharacterized protein LOC110052388 isoform X1 [Orbicella faveolata]",29.032,"Q89AX6"
"XP_020614171.1","uncharacterized protein LOC110052388 isoform X3 [Orbicella faveolata]",35.106,"C4L8F7"
"XP_020614175.1","uncharacterized protein LOC110052390 isoform X2 [Orbicella faveolata]",28.205,"Q55U20"
"XP_020614176.1","trichohyalin-like [Orbicella faveolata]",41.558,"Q16832"
"XP_020614179.1","uncharacterized protein LOC110052394 [Orbicella faveolata]",38.971,"Q0WRW8"
"XP_020614182.1","ras-related protein Rab-13-like [Orbicella faveolata]",58.289,"P35286"
"XP_020614184.1","ABC transporter F family member 4-like [Orbicella faveolata]",28.767,"C0ZB48"
"XP_020614188.1","dehydrogenase/reductase SDR family member 7-like isoform X1 [Orbicella faveolata]",48.822,"Q9Y394"
"XP_020614190.1","dehydrogenase/reductase SDR family member 7-like [Orbicella faveolata]",49.838,"Q9Y394"
"XP_020614191.1","dehydrogenase/reductase SDR family member 7-like [Orbicella faveolata]",52.778,"Q9CXR1"
"XP_020614194.1","dehydrogenase/reductase SDR family member 7-like isoform X1 [Orbicella faveolata]",46.667,"Q9Y394"
"XP_020614196.1","glycerol-3-phosphate acyltransferase 4-like [Orbicella faveolata]",68.421,"A3FPG8"
"XP_020614199.1","tumor necrosis factor receptor superfamily member 10B-like [Orbicella faveolata]",35.106,"Q9QZM4"
"XP_020614207.1","uncharacterized protein LOC110052421 isoform X1 [Orbicella faveolata]",31.591,"Q61107"
"XP_020614212.1","uncharacterized protein LOC110052423 isoform X1 [Orbicella faveolata]",28,"Q68FK8"
"XP_020614215.1","uncharacterized protein LOC110052424 [Orbicella faveolata]",29.412,"B9KCQ2"
"XP_020614221.1","retinoid-inducible serine carboxypeptidase-like [Orbicella faveolata]",46.394,"Q9HB40"
"XP_020614224.1","LOW QUALITY PROTEIN: retinoid-inducible serine carboxypeptidase-like [Orbicella faveolata]",54.524,"Q920A5"
"XP_020614225.1","transforming acidic coiled-coil-containing protein 1-like [Orbicella faveolata]",47.668,"Q6Y685"
"XP_020614226.1","uncharacterized protein LOC110052434 [Orbicella faveolata]",29.231,"Q9NR28"
"XP_020614227.1","uncharacterized protein LOC110052435 [Orbicella faveolata]",24.762,"Q9Y365"
"XP_020614232.1","splicing factor 3A subunit 2-like [Orbicella faveolata]",87.383,"Q15428"
"XP_020614233.1","ADP-ribosylation factor 6 [Orbicella faveolata]",91.429,"P62330"
"XP_020614234.1","ADP-ribosylation factor 3-like [Orbicella faveolata]",90.805,"P62330"
"XP_020614238.1","lactadherin-like [Orbicella faveolata]",27.586,"Q95114"
"XP_020614241.1","transmembrane and TPR repeat-containing protein 1-like, partial [Orbicella faveolata]",36.364,"Q3UV71"
"XP_020614244.1","phosphoethanolamine N-methyltransferase 1-like [Orbicella faveolata]",52.612,"Q9FR44"
"XP_020614246.1","uncharacterized protein LOC110052457 [Orbicella faveolata]",20.625,"Q47877"
"XP_020614249.1","drebrin-like protein B, partial [Orbicella faveolata]",54.054,"Q9UJU6"
"XP_020614253.1","uncharacterized protein LOC110052465 [Orbicella faveolata]",29.114,"Q20624"
"XP_020614257.1","cytochrome c oxidase assembly protein COX15 homolog [Orbicella faveolata]",59.643,"Q7KZN9"
"XP_020614258.1","cytochrome c oxidase assembly protein COX15 homolog, partial [Orbicella faveolata]",67.708,"Q7KZN9"
"XP_020614261.1","arylsulfatase B-like [Orbicella faveolata]",41.973,"Q32KI9"
"XP_020614264.1","arylsulfatase J-like [Orbicella faveolata]",41.573,"Q32KI9"
"XP_020614272.1","dehydrogenase/reductase SDR family member 7-like, partial [Orbicella faveolata]",46.61,"Q9CXR1"
"XP_020614274.1","m7GpppX diphosphatase-like [Orbicella faveolata]",53.608,"Q8MJJ7"
"XP_020614276.1","uncharacterized protein LOC110052489 [Orbicella faveolata]",40,"S0E3H0"
"XP_020614280.1","deubiquitinating protein VCIP135-like [Orbicella faveolata]",55.069,"Q8CF97"
"XP_020614290.1","splicing factor 3B subunit 2-like [Orbicella faveolata]",60.832,"Q3UJB0"
"XP_020614291.1","uncharacterized protein LOC110052505 [Orbicella faveolata]",38.333,"O74871"
"XP_020614296.1","39S ribosomal protein L11, mitochondrial-like, partial [Orbicella faveolata]",44.144,"Q9Y3B7"
"XP_020614297.1","organic cation transporter protein-like [Orbicella faveolata]",31.009,"Q9VCA2"
"XP_020614298.1","L-gulonolactone oxidase-like [Orbicella faveolata]",49.074,"Q8HXW0"
"XP_020614299.1","L-gulonolactone oxidase-like [Orbicella faveolata]",49.318,"Q90YK3"
"XP_020614301.1","drebrin-like protein B isoform X1 [Orbicella faveolata]",38.106,"Q9UJU6"
"XP_020614307.1","Golgi-associated plant pathogenesis-related protein 1-like [Orbicella faveolata]",40.268,"Q9H4G4"
"XP_020614325.1","sacsin-like [Orbicella faveolata]",36.267,"Q9NZJ4"
"XP_020614330.1","uncharacterized protein LOC110052542 [Orbicella faveolata]",37.838,"Q9WYP5"
"XP_020614335.1","ubiquitin-like protein FUBI [Orbicella faveolata]",67.669,"P62861"
"XP_020614337.1","uncharacterized protein LOC110052548 [Orbicella faveolata]",46.377,"O34598"
"XP_020614338.1","uncharacterized skeletal organic matrix protein 5-like [Orbicella faveolata]",53.991,"B8VIU6"
"XP_020614341.1","organic cation transporter protein-like [Orbicella faveolata]",33.397,"Q9VCA2"
"XP_020614348.1","HIG1 domain family member 2A, mitochondrial-like [Orbicella faveolata]",59.701,"Q9BW72"
"XP_020614350.1","uncharacterized protein LOC110052560 isoform X1 [Orbicella faveolata]",32.927,"Q3U0V2"
"XP_020614358.1","calpain-9-like [Orbicella faveolata]",46.003,"O35920"
"XP_020614364.1","guanylate-binding protein 6-like [Orbicella faveolata]",26.829,"A0A0G2JDV3"
"XP_020614368.1","dehydrogenase/reductase SDR family member 7-like [Orbicella faveolata]",48.101,"Q9CXR1"
"XP_020614375.1","uncharacterized protein LOC110052580 isoform X1 [Orbicella faveolata]",31.933,"P25446"
"XP_020614386.1","kinesin-like protein KIF3A [Orbicella faveolata]",62.5,"O15066"
"XP_020614387.1","uncharacterized protein LOC110052587 [Orbicella faveolata]",NA,NA
"XP_020614388.1","uncharacterized protein LOC110052588 [Orbicella faveolata]",28.571,"Q42982"
"XP_020614414.1","developmentally-regulated GTP-binding protein 1-like [Orbicella faveolata]",81.644,"P43690"
"XP_020614416.1","ran-specific GTPase-activating protein-like [Orbicella faveolata]",57.714,"P43487"
"XP_020614419.1","RNA polymerase-associated protein RTF1 homolog [Orbicella faveolata]",44.729,"Q92541"
"XP_020614420.1","mitogen-activated protein kinase 1-like [Orbicella faveolata]",86.207,"P28482"
"XP_020614434.1","uncharacterized protein LOC110052631 [Orbicella faveolata]",60.959,"B8VIU6"
"XP_020614437.1","beta-glucuronidase-like [Orbicella faveolata]",58.962,"Q5R5N6"
"XP_020614438.1","beta-glucuronidase-like [Orbicella faveolata]",57.436,"P12265"
"XP_020614441.1","mitotic-spindle organizing protein 2-like [Orbicella faveolata]",33.913,"Q6DC17"
"XP_020614442.1","sacsin-like, partial [Orbicella faveolata]",34.163,"Q9NZJ4"
"XP_020614443.1","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1-like [Orbicella faveolata]",67.213,"Q6GQ82"
"XP_020614455.1","uncharacterized protein LOC110052653 [Orbicella faveolata]",27.95,"J9VSG5"
"XP_020614458.1","exportin-5-like [Orbicella faveolata]",36.08,"Q9HAV4"
"XP_020614459.1","serine/threonine-protein kinase Nek9-like [Orbicella faveolata]",47.137,"Q8TD19"
"XP_020614461.1","actin-related protein 10-like [Orbicella faveolata]",51.408,"I3LHK5"
"XP_020614462.1","ribokinase-like [Orbicella faveolata]",58.278,"Q9H477"
"XP_020614464.1","integrin beta-PS-like [Orbicella faveolata]",38.907,"P11584"
"XP_020614470.1","exportin-5-like [Orbicella faveolata]",33.663,"Q9HAV4"
"XP_020614471.1","uncharacterized protein LOC110052666 [Orbicella faveolata]",25,"Q91049"
"XP_020614473.1","polypeptide N-acetylgalactosaminyltransferase 2-like [Orbicella faveolata]",56.14,"Q6PB93"
"XP_020614476.1","uncharacterized protein LOC110052667 [Orbicella faveolata]",24.611,"Q9H0R5"
"XP_020614479.1","uncharacterized protein LOC110052671 isoform X1 [Orbicella faveolata]",34.184,"A0A0H2VDN9"
"XP_020614484.1","thioredoxin-like protein 4A [Orbicella faveolata]",91.549,"P83876"
"XP_020614486.1","uncharacterized skeletal organic matrix protein 5-like [Orbicella faveolata]",63.559,"B8VIU6"
"XP_020614497.1","uncharacterized skeletal organic matrix protein 5-like [Orbicella faveolata]",54.348,"B8VIU6"
"XP_020614507.1","uncharacterized protein LOC110052694 [Orbicella faveolata]",24.675,"Q63663"
"XP_020614527.1","choline-phosphate cytidylyltransferase A-like [Orbicella faveolata]",47.043,"P49585"
"XP_020614532.1","integrin beta-like protein C [Orbicella faveolata]",24.885,"Q54JA5"
"XP_020614535.1","uncharacterized protein LOC110052715 [Orbicella faveolata]",36.957,"Q9LYE3"
"XP_020614536.1","nicastrin-like [Orbicella faveolata]",33.645,"Q92542"
"XP_020614538.1","formin-like protein 13 [Orbicella faveolata]",30.303,"G5ECJ6"
"XP_020614539.1","retinal dehydrogenase 1-like [Orbicella faveolata]",71.646,"P27463"
"XP_020614540.1","ectonucleotide pyrophosphatase/phosphodiesterase family member 5-like [Orbicella faveolata]",37.123,"Q9UJA9"
"XP_020614542.1","E3 ubiquitin-protein ligase TRIM71-like [Orbicella faveolata]",33.444,"Q1PSW8"
"XP_020614546.1","translationally-controlled tumor protein homolog [Orbicella faveolata]",50.279,"Q95VY2"
"XP_020614550.1","double-strand break repair protein MRE11-like isoform X1 [Orbicella faveolata]",48.98,"Q9JIM0"
"XP_020614552.1","glycogen synthase kinase-3 beta-like [Orbicella faveolata]",81.955,"P49841"
"XP_020614553.1","follistatin-related protein 1-like [Orbicella faveolata]",43.866,"Q58D84"
"XP_020614558.1","uncharacterized protein LOC110052737 [Orbicella faveolata]",28.409,"Q9XWG3"
"XP_020614561.1","N-acetylated-alpha-linked acidic dipeptidase 2-like isoform X1 [Orbicella faveolata]",37.169,"Q9CZR2"
"XP_020614563.1","N-acetylated-alpha-linked acidic dipeptidase 2-like isoform X2 [Orbicella faveolata]",37.252,"P70627"
"XP_020614566.1","pleckstrin homology domain-containing family A member 1-like [Orbicella faveolata]",32.484,"Q9HB21"
"XP_020614567.1","serine-threonine kinase receptor-associated protein-like [Orbicella faveolata]",68.092,"Q5ZL33"
"XP_020614568.1","phospholysine phosphohistidine inorganic pyrophosphate phosphatase-like [Orbicella faveolata]",57.364,"Q9D7I5"
"XP_020614570.1","cullin-3-like [Orbicella faveolata]",74.707,"B5DF89"
"XP_020614574.1","solute carrier family 25 member 40-like [Orbicella faveolata]",52.493,"Q6DHC3"
"XP_020614578.1","trace amine-associated receptor 9-like [Orbicella faveolata]",27.333,"Q5QD04"
"XP_020614580.1","cytochrome P450 3A43-like [Orbicella faveolata]",34.483,"P11707"
"XP_020614582.1","LOW QUALITY PROTEIN: glycogenin-1-like [Orbicella faveolata]",38.569,"O15488"
"XP_020614584.1","collagen triple helix repeat-containing protein 1-like [Orbicella faveolata]",29.612,"Q96CG8"
