"Pasted","Symbol","Ensembl Gene ID","Entrez","Type","Species","Chr","Position (Mbp)","Description","percentage_gc_content","transcript_count","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons"
"XP_020626993.1"," ","LOC110064298",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000242.1",3.114613,"collagen alpha-1(I) chain-like",40.12,1,11127,483,546,28,6,9
"XP_020604758.1"," ","LOC110043622",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000865.1",3.115541,"excitatory amino acid transporter 1-like",39.78,1,7621,1596,1882,183,103,7
"XP_020623527.1"," ","LOC110061051",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001820.1",3.206042,"tubulin alpha-8 chain-like",44.21,1,666,504,504,NA,NA,2
"XP_020613716.1"," ","LOC110051944",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000012.1",3.212604,"poly(U)-specific endoribonuclease-B-like",38.08,1,4979,846,1027,23,158,5
"XP_020614364.1"," ","LOC110052571",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001346.1",3.265537,"guanylate-binding protein 6-like, transcript variant X1",38.02,3,23936,1935,3439,383,738,12
"XP_020618991.1"," ","LOC110056789",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000153.1",3.454524,"28S ribosomal protein S2, mitochondrial-like",38.56,1,1761,930,993,19,44,4
"XP_020613564.1"," ","LOC110051831",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000012.1",3.627413,"collagen alpha-1(XII) chain-like",40.3,1,4739,777,1934,548,609,3
"XP_020613872.1"," ","LOC110052086",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000012.1",3.937068,"serine/threonine-protein kinase 17B-like",39.58,1,4496,852,2223,1054,317,6
"XP_020620398.1"," ","LOC110058157",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001651.1",4.025958,"uncharacterized LOC110058157",39.29,1,4121,606,741,135,NA,5
"XP_020613786.1"," ","LOC110052009",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000012.1",4.132439,"cytochrome P450 3A2-like",42.74,1,4058,1605,1937,19,313,3
